,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,1.0,0.74084,0.79074,0.78575,0.6623,0.67801,0.75934,0.74695,0.70681,0.63613,0.70021,0.68183,0.67016,0.64158,0.65707,0.59759,0.57455
1,1.0,1.0,0.96215,1.0,1.0,0.99026,0.99173,1.0,1.0,0.9831,1.0,1.0,0.98971,0.9649,0.94599,0.96436,0.87011
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,1.0,0.95704,0.63318,0.96365,0.97026,0.92003,0.83543,1.0,0.99273,0.98678,1.0,0.93126,1.0,0.88793,0.81428,0.89095,0.69531
4,1.0,0.28409,0.0,0.68182,0.30682,0.64394,0.34848,0.0,0.59091,0.45076,0.0,0.0,0.24242,1.0,0.06061,0.16288,0.0
5,1.0,0.9449,1.0,0.98898,0.90083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,0.0,0.0,0.0,0.0,0.62195,0.0,0.0,0.36585,0.56098,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,1.0,0.99449,0.84082,0.88237,0.99061,0.96484,0.85221,0.87161,0.93881,0.98298,0.89876,0.87836,0.93368,0.87579,0.94294,0.80253,0.76586
8,1.0,0.10135,0.0,0.0,0.5473,0.31081,0.0,0.0,0.37162,0.33108,0.0,0.0,-0.42568,1.0,0.55405,0.0,0.0
9,1.0,1.0,0.9915,0.89518,1.0,1.0,0.6289,1.0,1.0,0.76771,0.96601,0.7012,0.61946,0.53777,0.8102,1.0,0.30445
10,1.0,0.65909,0.0,0.0,0.77273,1.0,0.0,0.0,0.62121,0.84091,1.0,0.0,0.0,1.0,-0.12879,0.0,0.0
11,1.0,0.86284,0.8092,0.67203,0.54559,0.36705,0.19617,-0.04061,-0.17241,-0.341,-0.48199,-0.6023,-0.59234,-0.63038,-0.57241,-0.54866,-0.42912
12,1.0,0.42,0.0,1.0,0.9,0.43,0.0,0.0,0.67,0.84,0.0,0.0,0.21,1.0,0.0,0.0,0.0
13,1.0,1.0,0.91404,0.7802,0.4766,0.27639,0.09467,-0.2198,-0.34168,-0.5136,-0.64527,-0.74102,-0.70838,-0.71731,-0.64962,-0.51251,-0.37432
